Deal ID,Deal Name,Amount,Deal Stage,Pipeline,Close Date,Contact ID,First Name,Last Name,Email,Phone Number,Lifecycle Stage,Company ID,Company Name,Company Domain,Company Industry,Company Annual Revenue,Activity ID,Activity Type,Activity Date,Activity Subject,Activity Body
D16,Jovian Analytics - Solution 5,22612,appointmentscheduled,default,03/25/2025,C27,Maya,Zaidi,maya.zaidi@joviananalytics.net,+1-417-894-5543,MQL,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A80,Note,06/10/2025 20:13,Note about Jovian Analytics - Solution 5,Internal note: Jovian Analytics - Solution 5 prospect seems interested.
D16,Jovian Analytics - Solution 5,22612,appointmentscheduled,default,03/25/2025,C27,Maya,Zaidi,maya.zaidi@joviananalytics.net,+1-417-894-5543,MQL,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A81,Call,06/11/2025 20:13,Call about Jovian Analytics - Solution 5,Called Maya Zaidi regarding pricing for Jovian Analytics - Solution 5.
D17,Ionex - Solution 4,39445,decisionmakerboughtin,default,04/08/2025,C28,Grace,Olsen,grace.olsen@ionex.net,+1-782-999-1125,Lead,CO9,Ionex,ionex.net,Telecom,62866406,A82,Meeting,06/06/2025 20:13,Meeting about Ionex - Solution 4,Discussed requirements and next steps for Ionex - Solution 4.
D17,Ionex - Solution 4,39445,decisionmakerboughtin,default,04/08/2025,C28,Grace,Olsen,grace.olsen@ionex.net,+1-782-999-1125,Lead,CO9,Ionex,ionex.net,Telecom,62866406,A83,Note,06/12/2025 20:13,Note about Ionex - Solution 4,Internal note: Ionex - Solution 4 prospect seems interested.
D17,Ionex - Solution 4,39445,decisionmakerboughtin,default,04/08/2025,C28,Grace,Olsen,grace.olsen@ionex.net,+1-782-999-1125,Lead,CO9,Ionex,ionex.net,Telecom,62866406,A84,Call,06/13/2025 20:13,Call about Ionex - Solution 4,Called Grace Olsen regarding pricing for Ionex - Solution 4.
D17,Ionex - Solution 4,39445,decisionmakerboughtin,default,04/08/2025,C29,Parvez,Qureshi,parvez.qureshi@ionex.net,+1-986-802-3352,MQL,CO9,Ionex,ionex.net,Telecom,62866406,A85,Meeting,05/31/2025 20:13,Meeting about Ionex - Solution 4,Discussed requirements and next steps for Ionex - Solution 4.
D17,Ionex - Solution 4,39445,decisionmakerboughtin,default,04/08/2025,C29,Parvez,Qureshi,parvez.qureshi@ionex.net,+1-986-802-3352,MQL,CO9,Ionex,ionex.net,Telecom,62866406,A86,Note,05/26/2025 20:13,Note about Ionex - Solution 4,Internal note: Ionex - Solution 4 prospect seems interested.
D17,Ionex - Solution 4,39445,decisionmakerboughtin,default,04/08/2025,C29,Parvez,Qureshi,parvez.qureshi@ionex.net,+1-986-802-3352,MQL,CO9,Ionex,ionex.net,Telecom,62866406,A87,Call,05/30/2025 20:13,Call about Ionex - Solution 4,Called Parvez Qureshi regarding pricing for Ionex - Solution 4.
D18,Gamma Ventures - Solution 2,39021,decisionmakerboughtin,default,06/17/2025,C30,Vera,Iqbal,vera.iqbal@gammaventures.com,+1-524-550-6140,Customer,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A88,Meeting,06/06/2025 20:13,Meeting about Gamma Ventures - Solution 2,Discussed requirements and next steps for Gamma Ventures - Solution 2.
D18,Gamma Ventures - Solution 2,39021,decisionmakerboughtin,default,06/17/2025,C30,Vera,Iqbal,vera.iqbal@gammaventures.com,+1-524-550-6140,Customer,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A89,Note,06/02/2025 20:13,Note about Gamma Ventures - Solution 2,Internal note: Gamma Ventures - Solution 2 prospect seems interested.
D18,Gamma Ventures - Solution 2,39021,decisionmakerboughtin,default,06/17/2025,C30,Vera,Iqbal,vera.iqbal@gammaventures.com,+1-524-550-6140,Customer,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A90,Call,05/26/2025 20:13,Call about Gamma Ventures - Solution 2,Called Vera Iqbal regarding pricing for Gamma Ventures - Solution 2.
D19,Monarch Media - Solution 3,25267,closedlost,default,05/26/2025,C31,Maya,Turner,maya.turner@monarchmedia.com,+1-657-289-2642,Lead,CO13,Monarch Media,monarchmedia.com,Healthcare,30518460,A91,Meeting,05/27/2025 20:13,Meeting about Monarch Media - Solution 3,Discussed requirements and next steps for Monarch Media - Solution 3.
D19,Monarch Media - Solution 3,25267,closedlost,default,05/26/2025,C31,Maya,Turner,maya.turner@monarchmedia.com,+1-657-289-2642,Lead,CO13,Monarch Media,monarchmedia.com,Healthcare,30518460,A92,Note,06/24/2025 20:13,Note about Monarch Media - Solution 3,Internal note: Monarch Media - Solution 3 prospect seems interested.
D19,Monarch Media - Solution 3,25267,closedlost,default,05/26/2025,C31,Maya,Turner,maya.turner@monarchmedia.com,+1-657-289-2642,Lead,CO13,Monarch Media,monarchmedia.com,Healthcare,30518460,A93,Call,06/19/2025 20:13,Call about Monarch Media - Solution 3,Called Maya Turner regarding pricing for Monarch Media - Solution 3.
D20,Beta Solutions - Solution 4,22972,decisionmakerboughtin,default,03/27/2025,C32,Xena,Shah,xena.shah@betasolutions.com,+1-755-797-6781,Customer,CO2,Beta Solutions,betasolutions.com,Retail,68880236,A94,Meeting,06/22/2025 20:13,Meeting about Beta Solutions - Solution 4,Discussed requirements and next steps for Beta Solutions - Solution 4.
D20,Beta Solutions - Solution 4,22972,decisionmakerboughtin,default,03/27/2025,C32,Xena,Shah,xena.shah@betasolutions.com,+1-755-797-6781,Customer,CO2,Beta Solutions,betasolutions.com,Retail,68880236,A95,Note,05/29/2025 20:13,Note about Beta Solutions - Solution 4,Internal note: Beta Solutions - Solution 4 prospect seems interested.
D20,Beta Solutions - Solution 4,22972,decisionmakerboughtin,default,03/27/2025,C32,Xena,Shah,xena.shah@betasolutions.com,+1-755-797-6781,Customer,CO2,Beta Solutions,betasolutions.com,Retail,68880236,A96,Call,05/31/2025 20:13,Call about Beta Solutions - Solution 4,Called Xena Shah regarding pricing for Beta Solutions - Solution 4.
D21,Lambda Logistics - Solution 5,3849,decisionmakerboughtin,default,08/07/2025,C33,Ivy,Williams,ivy.williams@lambdalogistics.com,+1-461-429-6042,MQL,CO12,Lambda Logistics,lambdalogistics.com,Transportation,80381520,A97,Meeting,06/05/2025 20:13,Meeting about Lambda Logistics - Solution 5,Discussed requirements and next steps for Lambda Logistics - Solution 5.
D21,Lambda Logistics - Solution 5,3849,decisionmakerboughtin,default,08/07/2025,C33,Ivy,Williams,ivy.williams@lambdalogistics.com,+1-461-429-6042,MQL,CO12,Lambda Logistics,lambdalogistics.com,Transportation,80381520,A98,Note,06/16/2025 20:13,Note about Lambda Logistics - Solution 5,Internal note: Lambda Logistics - Solution 5 prospect seems interested.
D21,Lambda Logistics - Solution 5,3849,decisionmakerboughtin,default,08/07/2025,C33,Ivy,Williams,ivy.williams@lambdalogistics.com,+1-461-429-6042,MQL,CO12,Lambda Logistics,lambdalogistics.com,Transportation,80381520,A99,Call,06/14/2025 20:13,Call about Lambda Logistics - Solution 5,Called Ivy Williams regarding pricing for Lambda Logistics - Solution 5.
D22,FluxTech - Solution 3,20860,closedwon,default,04/22/2025,C34,Hassan,Reed,hassan.reed@fluxtech.com,+1-286-250-1956,MQL,CO6,FluxTech,fluxtech.com,Transportation,70324293,A100,Meeting,06/11/2025 20:13,Meeting about FluxTech - Solution 3,Discussed requirements and next steps for FluxTech - Solution 3.
D22,FluxTech - Solution 3,20860,closedwon,default,04/22/2025,C34,Hassan,Reed,hassan.reed@fluxtech.com,+1-286-250-1956,MQL,CO6,FluxTech,fluxtech.com,Transportation,70324293,A101,Note,06/01/2025 20:13,Note about FluxTech - Solution 3,Internal note: FluxTech - Solution 3 prospect seems interested.
D22,FluxTech - Solution 3,20860,closedwon,default,04/22/2025,C34,Hassan,Reed,hassan.reed@fluxtech.com,+1-286-250-1956,MQL,CO6,FluxTech,fluxtech.com,Transportation,70324293,A102,Call,06/02/2025 20:13,Call about FluxTech - Solution 3,Called Hassan Reed regarding pricing for FluxTech - Solution 3.
D23,CypherSoft - Solution 4,9398,presentationscheduled,default,06/25/2025,C35,Hassan,Khan,hassan.khan@cyphersoft.io,+1-345-823-1364,MQL,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A103,Meeting,06/21/2025 20:13,Meeting about CypherSoft - Solution 4,Discussed requirements and next steps for CypherSoft - Solution 4.
D23,CypherSoft - Solution 4,9398,presentationscheduled,default,06/25/2025,C35,Hassan,Khan,hassan.khan@cyphersoft.io,+1-345-823-1364,MQL,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A104,Note,06/25/2025 20:13,Note about CypherSoft - Solution 4,Internal note: CypherSoft - Solution 4 prospect seems interested.
D23,CypherSoft - Solution 4,9398,presentationscheduled,default,06/25/2025,C35,Hassan,Khan,hassan.khan@cyphersoft.io,+1-345-823-1364,MQL,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A105,Call,06/06/2025 20:13,Call about CypherSoft - Solution 4,Called Hassan Khan regarding pricing for CypherSoft - Solution 4.
D23,CypherSoft - Solution 4,9398,presentationscheduled,default,06/25/2025,C36,Tara,Olsen,tara.olsen@cyphersoft.io,+1-791-349-1282,Customer,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A106,Meeting,06/10/2025 20:13,Meeting about CypherSoft - Solution 4,Discussed requirements and next steps for CypherSoft - Solution 4.
D23,CypherSoft - Solution 4,9398,presentationscheduled,default,06/25/2025,C36,Tara,Olsen,tara.olsen@cyphersoft.io,+1-791-349-1282,Customer,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A107,Note,05/30/2025 20:13,Note about CypherSoft - Solution 4,Internal note: CypherSoft - Solution 4 prospect seems interested.
D23,CypherSoft - Solution 4,9398,presentationscheduled,default,06/25/2025,C36,Tara,Olsen,tara.olsen@cyphersoft.io,+1-791-349-1282,Customer,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A108,Call,06/19/2025 20:13,Call about CypherSoft - Solution 4,Called Tara Olsen regarding pricing for CypherSoft - Solution 4.
D24,Helios Labs - Solution 3,16465,qualifiedtobuy,default,05/27/2025,C37,Umair,Ellison,umair.ellison@helioslabs.io,+1-332-889-6315,Lead,CO8,Helios Labs,helioslabs.io,Healthcare,74094706,A109,Meeting,06/13/2025 20:13,Meeting about Helios Labs - Solution 3,Discussed requirements and next steps for Helios Labs - Solution 3.
D24,Helios Labs - Solution 3,16465,qualifiedtobuy,default,05/27/2025,C37,Umair,Ellison,umair.ellison@helioslabs.io,+1-332-889-6315,Lead,CO8,Helios Labs,helioslabs.io,Healthcare,74094706,A110,Note,06/24/2025 20:13,Note about Helios Labs - Solution 3,Internal note: Helios Labs - Solution 3 prospect seems interested.
D24,Helios Labs - Solution 3,16465,qualifiedtobuy,default,05/27/2025,C37,Umair,Ellison,umair.ellison@helioslabs.io,+1-332-889-6315,Lead,CO8,Helios Labs,helioslabs.io,Healthcare,74094706,A111,Call,06/08/2025 20:13,Call about Helios Labs - Solution 3,Called Umair Ellison regarding pricing for Helios Labs - Solution 3.
D25,Orion Ops - Solution 2,38575,contractsent,default,10/07/2025,C38,Carla,Patel,carla.patel@orionops.com,+1-728-393-5222,Lead,CO15,Orion Ops,orionops.com,Healthcare,93644676,A112,Meeting,06/10/2025 20:13,Meeting about Orion Ops - Solution 2,Discussed requirements and next steps for Orion Ops - Solution 2.
D25,Orion Ops - Solution 2,38575,contractsent,default,10/07/2025,C38,Carla,Patel,carla.patel@orionops.com,+1-728-393-5222,Lead,CO15,Orion Ops,orionops.com,Healthcare,93644676,A113,Note,06/17/2025 20:13,Note about Orion Ops - Solution 2,Internal note: Orion Ops - Solution 2 prospect seems interested.
D25,Orion Ops - Solution 2,38575,contractsent,default,10/07/2025,C38,Carla,Patel,carla.patel@orionops.com,+1-728-393-5222,Lead,CO15,Orion Ops,orionops.com,Healthcare,93644676,A114,Call,06/15/2025 20:13,Call about Orion Ops - Solution 2,Called Carla Patel regarding pricing for Orion Ops - Solution 2.
D25,Orion Ops - Solution 2,38575,contractsent,default,10/07/2025,C39,Bilal,Vargas,bilal.vargas@orionops.com,+1-908-335-8109,Customer,CO15,Orion Ops,orionops.com,Healthcare,93644676,A115,Meeting,06/23/2025 20:13,Meeting about Orion Ops - Solution 2,Discussed requirements and next steps for Orion Ops - Solution 2.
D25,Orion Ops - Solution 2,38575,contractsent,default,10/07/2025,C39,Bilal,Vargas,bilal.vargas@orionops.com,+1-908-335-8109,Customer,CO15,Orion Ops,orionops.com,Healthcare,93644676,A116,Note,06/02/2025 20:13,Note about Orion Ops - Solution 2,Internal note: Orion Ops - Solution 2 prospect seems interested.
D25,Orion Ops - Solution 2,38575,contractsent,default,10/07/2025,C39,Bilal,Vargas,bilal.vargas@orionops.com,+1-908-335-8109,Customer,CO15,Orion Ops,orionops.com,Healthcare,93644676,A117,Call,06/02/2025 20:13,Call about Orion Ops - Solution 2,Called Bilal Vargas regarding pricing for Orion Ops - Solution 2.
D26,Nova Networks - Solution 5,36324,qualifiedtobuy,default,07/29/2025,C40,Yusuf,Williams,yusuf.williams@novanetworks.net,+1-768-834-6274,MQL,CO14,Nova Networks,novanetworks.net,Retail,66752139,A118,Meeting,06/20/2025 20:13,Meeting about Nova Networks - Solution 5,Discussed requirements and next steps for Nova Networks - Solution 5.
D26,Nova Networks - Solution 5,36324,qualifiedtobuy,default,07/29/2025,C40,Yusuf,Williams,yusuf.williams@novanetworks.net,+1-768-834-6274,MQL,CO14,Nova Networks,novanetworks.net,Retail,66752139,A119,Note,06/02/2025 20:13,Note about Nova Networks - Solution 5,Internal note: Nova Networks - Solution 5 prospect seems interested.
D26,Nova Networks - Solution 5,36324,qualifiedtobuy,default,07/29/2025,C40,Yusuf,Williams,yusuf.williams@novanetworks.net,+1-768-834-6274,MQL,CO14,Nova Networks,novanetworks.net,Retail,66752139,A120,Call,05/31/2025 20:13,Call about Nova Networks - Solution 5,Called Yusuf Williams regarding pricing for Nova Networks - Solution 5.
D26,Nova Networks - Solution 5,36324,qualifiedtobuy,default,07/29/2025,C41,Zara,Shah,zara.shah@novanetworks.net,+1-464-128-5945,Lead,CO14,Nova Networks,novanetworks.net,Retail,66752139,A121,Meeting,06/22/2025 20:13,Meeting about Nova Networks - Solution 5,Discussed requirements and next steps for Nova Networks - Solution 5.
D26,Nova Networks - Solution 5,36324,qualifiedtobuy,default,07/29/2025,C41,Zara,Shah,zara.shah@novanetworks.net,+1-464-128-5945,Lead,CO14,Nova Networks,novanetworks.net,Retail,66752139,A122,Note,05/28/2025 20:13,Note about Nova Networks - Solution 5,Internal note: Nova Networks - Solution 5 prospect seems interested.
D26,Nova Networks - Solution 5,36324,qualifiedtobuy,default,07/29/2025,C41,Zara,Shah,zara.shah@novanetworks.net,+1-464-128-5945,Lead,CO14,Nova Networks,novanetworks.net,Retail,66752139,A123,Call,06/09/2025 20:13,Call about Nova Networks - Solution 5,Called Zara Shah regarding pricing for Nova Networks - Solution 5.
D27,Orion Ops - Solution 5,12505,appointmentscheduled,default,06/13/2025,C42,Maya,Ellison,maya.ellison@orionops.com,+1-771-485-3944,Lead,CO15,Orion Ops,orionops.com,Healthcare,93644676,A124,Meeting,06/06/2025 20:13,Meeting about Orion Ops - Solution 5,Discussed requirements and next steps for Orion Ops - Solution 5.
D27,Orion Ops - Solution 5,12505,appointmentscheduled,default,06/13/2025,C42,Maya,Ellison,maya.ellison@orionops.com,+1-771-485-3944,Lead,CO15,Orion Ops,orionops.com,Healthcare,93644676,A125,Note,06/24/2025 20:13,Note about Orion Ops - Solution 5,Internal note: Orion Ops - Solution 5 prospect seems interested.
D27,Orion Ops - Solution 5,12505,appointmentscheduled,default,06/13/2025,C42,Maya,Ellison,maya.ellison@orionops.com,+1-771-485-3944,Lead,CO15,Orion Ops,orionops.com,Healthcare,93644676,A126,Call,06/23/2025 20:13,Call about Orion Ops - Solution 5,Called Maya Ellison regarding pricing for Orion Ops - Solution 5.
D27,Orion Ops - Solution 5,12505,appointmentscheduled,default,06/13/2025,C43,Vera,Nguyen,vera.nguyen@orionops.com,+1-593-364-6658,Customer,CO15,Orion Ops,orionops.com,Healthcare,93644676,A127,Meeting,06/18/2025 20:13,Meeting about Orion Ops - Solution 5,Discussed requirements and next steps for Orion Ops - Solution 5.
D27,Orion Ops - Solution 5,12505,appointmentscheduled,default,06/13/2025,C43,Vera,Nguyen,vera.nguyen@orionops.com,+1-593-364-6658,Customer,CO15,Orion Ops,orionops.com,Healthcare,93644676,A128,Note,06/04/2025 20:13,Note about Orion Ops - Solution 5,Internal note: Orion Ops - Solution 5 prospect seems interested.
D27,Orion Ops - Solution 5,12505,appointmentscheduled,default,06/13/2025,C43,Vera,Nguyen,vera.nguyen@orionops.com,+1-593-364-6658,Customer,CO15,Orion Ops,orionops.com,Healthcare,93644676,A129,Call,06/02/2025 20:13,Call about Orion Ops - Solution 5,Called Vera Nguyen regarding pricing for Orion Ops - Solution 5.
D28,Gamma Ventures - Solution 5,27495,closedwon,default,08/20/2025,C44,Jamal,Lewis,jamal.lewis@gammaventures.com,+1-599-909-1158,Lead,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A130,Meeting,06/22/2025 20:13,Meeting about Gamma Ventures - Solution 5,Discussed requirements and next steps for Gamma Ventures - Solution 5.
D28,Gamma Ventures - Solution 5,27495,closedwon,default,08/20/2025,C44,Jamal,Lewis,jamal.lewis@gammaventures.com,+1-599-909-1158,Lead,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A131,Note,06/15/2025 20:13,Note about Gamma Ventures - Solution 5,Internal note: Gamma Ventures - Solution 5 prospect seems interested.
D28,Gamma Ventures - Solution 5,27495,closedwon,default,08/20/2025,C44,Jamal,Lewis,jamal.lewis@gammaventures.com,+1-599-909-1158,Lead,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A132,Call,05/29/2025 20:13,Call about Gamma Ventures - Solution 5,Called Jamal Lewis regarding pricing for Gamma Ventures - Solution 5.
D28,Gamma Ventures - Solution 5,27495,closedwon,default,08/20/2025,C45,Quentin,Lewis,quentin.lewis@gammaventures.com,+1-262-386-3585,MQL,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A133,Meeting,06/23/2025 20:13,Meeting about Gamma Ventures - Solution 5,Discussed requirements and next steps for Gamma Ventures - Solution 5.
D28,Gamma Ventures - Solution 5,27495,closedwon,default,08/20/2025,C45,Quentin,Lewis,quentin.lewis@gammaventures.com,+1-262-386-3585,MQL,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A134,Note,06/21/2025 20:13,Note about Gamma Ventures - Solution 5,Internal note: Gamma Ventures - Solution 5 prospect seems interested.
D28,Gamma Ventures - Solution 5,27495,closedwon,default,08/20/2025,C45,Quentin,Lewis,quentin.lewis@gammaventures.com,+1-262-386-3585,MQL,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A135,Call,06/23/2025 20:13,Call about Gamma Ventures - Solution 5,Called Quentin Lewis regarding pricing for Gamma Ventures - Solution 5.
D29,Acme Corp - Solution 5,18500,contractsent,default,08/16/2025,C46,Sami,Khan,sami.khan@acmecorp.ai,+1-744-142-7748,Customer,CO1,Acme Corp,acmecorp.ai,Healthcare,96842515,A136,Meeting,06/01/2025 20:13,Meeting about Acme Corp - Solution 5,Discussed requirements and next steps for Acme Corp - Solution 5.
D29,Acme Corp - Solution 5,18500,contractsent,default,08/16/2025,C46,Sami,Khan,sami.khan@acmecorp.ai,+1-744-142-7748,Customer,CO1,Acme Corp,acmecorp.ai,Healthcare,96842515,A137,Note,05/29/2025 20:13,Note about Acme Corp - Solution 5,Internal note: Acme Corp - Solution 5 prospect seems interested.
D29,Acme Corp - Solution 5,18500,contractsent,default,08/16/2025,C46,Sami,Khan,sami.khan@acmecorp.ai,+1-744-142-7748,Customer,CO1,Acme Corp,acmecorp.ai,Healthcare,96842515,A138,Call,06/18/2025 20:13,Call about Acme Corp - Solution 5,Called Sami Khan regarding pricing for Acme Corp - Solution 5.
D30,Jovian Analytics - Solution 2,7540,qualifiedtobuy,default,05/12/2025,C47,Waqar,Jackson,waqar.jackson@joviananalytics.net,+1-807-406-4917,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A139,Meeting,06/13/2025 20:13,Meeting about Jovian Analytics - Solution 2,Discussed requirements and next steps for Jovian Analytics - Solution 2.
D30,Jovian Analytics - Solution 2,7540,qualifiedtobuy,default,05/12/2025,C47,Waqar,Jackson,waqar.jackson@joviananalytics.net,+1-807-406-4917,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A140,Note,06/16/2025 20:13,Note about Jovian Analytics - Solution 2,Internal note: Jovian Analytics - Solution 2 prospect seems interested.
D30,Jovian Analytics - Solution 2,7540,qualifiedtobuy,default,05/12/2025,C47,Waqar,Jackson,waqar.jackson@joviananalytics.net,+1-807-406-4917,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A141,Call,06/10/2025 20:13,Call about Jovian Analytics - Solution 2,Called Waqar Jackson regarding pricing for Jovian Analytics - Solution 2.
D30,Jovian Analytics - Solution 2,7540,qualifiedtobuy,default,05/12/2025,C48,Nabil,Chaudhry,nabil.chaudhry@joviananalytics.net,+1-320-396-7211,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A142,Meeting,06/24/2025 20:13,Meeting about Jovian Analytics - Solution 2,Discussed requirements and next steps for Jovian Analytics - Solution 2.
D30,Jovian Analytics - Solution 2,7540,qualifiedtobuy,default,05/12/2025,C48,Nabil,Chaudhry,nabil.chaudhry@joviananalytics.net,+1-320-396-7211,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A143,Note,05/29/2025 20:13,Note about Jovian Analytics - Solution 2,Internal note: Jovian Analytics - Solution 2 prospect seems interested.
D30,Jovian Analytics - Solution 2,7540,qualifiedtobuy,default,05/12/2025,C48,Nabil,Chaudhry,nabil.chaudhry@joviananalytics.net,+1-320-396-7211,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A144,Call,06/22/2025 20:13,Call about Jovian Analytics - Solution 2,Called Nabil Chaudhry regarding pricing for Jovian Analytics - Solution 2.
D31,FluxTech - Solution 4,44241,presentationscheduled,default,05/29/2025,C49,Farooq,Lewis,farooq.lewis@fluxtech.com,+1-956-664-4618,Customer,CO6,FluxTech,fluxtech.com,Transportation,70324293,A145,Meeting,06/25/2025 20:13,Meeting about FluxTech - Solution 4,Discussed requirements and next steps for FluxTech - Solution 4.
D31,FluxTech - Solution 4,44241,presentationscheduled,default,05/29/2025,C49,Farooq,Lewis,farooq.lewis@fluxtech.com,+1-956-664-4618,Customer,CO6,FluxTech,fluxtech.com,Transportation,70324293,A146,Note,06/16/2025 20:13,Note about FluxTech - Solution 4,Internal note: FluxTech - Solution 4 prospect seems interested.
D31,FluxTech - Solution 4,44241,presentationscheduled,default,05/29/2025,C49,Farooq,Lewis,farooq.lewis@fluxtech.com,+1-956-664-4618,Customer,CO6,FluxTech,fluxtech.com,Transportation,70324293,A147,Call,05/30/2025 20:13,Call about FluxTech - Solution 4,Called Farooq Lewis regarding pricing for FluxTech - Solution 4.
D31,FluxTech - Solution 4,44241,presentationscheduled,default,05/29/2025,C50,Sami,Diaz,sami.diaz@fluxtech.com,+1-730-969-6225,MQL,CO6,FluxTech,fluxtech.com,Transportation,70324293,A148,Meeting,06/04/2025 20:13,Meeting about FluxTech - Solution 4,Discussed requirements and next steps for FluxTech - Solution 4.
D31,FluxTech - Solution 4,44241,presentationscheduled,default,05/29/2025,C50,Sami,Diaz,sami.diaz@fluxtech.com,+1-730-969-6225,MQL,CO6,FluxTech,fluxtech.com,Transportation,70324293,A149,Note,05/30/2025 20:13,Note about FluxTech - Solution 4,Internal note: FluxTech - Solution 4 prospect seems interested.
D31,FluxTech - Solution 4,44241,presentationscheduled,default,05/29/2025,C50,Sami,Diaz,sami.diaz@fluxtech.com,+1-730-969-6225,MQL,CO6,FluxTech,fluxtech.com,Transportation,70324293,A150,Call,06/23/2025 20:13,Call about FluxTech - Solution 4,Called Sami Diaz regarding pricing for FluxTech - Solution 4.
D32,Kappa Dynamics - Solution 3,27795,appointmentscheduled,default,04/22/2025,C51,Umair,Yun,umair.yun@kappadynamics.com,+1-637-334-7085,MQL,CO11,Kappa Dynamics,kappadynamics.com,Software,97628533,A151,Meeting,05/29/2025 20:13,Meeting about Kappa Dynamics - Solution 3,Discussed requirements and next steps for Kappa Dynamics - Solution 3.
D32,Kappa Dynamics - Solution 3,27795,appointmentscheduled,default,04/22/2025,C51,Umair,Yun,umair.yun@kappadynamics.com,+1-637-334-7085,MQL,CO11,Kappa Dynamics,kappadynamics.com,Software,97628533,A152,Note,06/10/2025 20:13,Note about Kappa Dynamics - Solution 3,Internal note: Kappa Dynamics - Solution 3 prospect seems interested.
D32,Kappa Dynamics - Solution 3,27795,appointmentscheduled,default,04/22/2025,C51,Umair,Yun,umair.yun@kappadynamics.com,+1-637-334-7085,MQL,CO11,Kappa Dynamics,kappadynamics.com,Software,97628533,A153,Call,05/31/2025 20:13,Call about Kappa Dynamics - Solution 3,Called Umair Yun regarding pricing for Kappa Dynamics - Solution 3.
D32,Kappa Dynamics - Solution 3,27795,appointmentscheduled,default,04/22/2025,C52,Umair,Ellison,umair.ellison@kappadynamics.com,+1-582-243-5135,MQL,CO11,Kappa Dynamics,kappadynamics.com,Software,97628533,A154,Meeting,06/04/2025 20:13,Meeting about Kappa Dynamics - Solution 3,Discussed requirements and next steps for Kappa Dynamics - Solution 3.
D32,Kappa Dynamics - Solution 3,27795,appointmentscheduled,default,04/22/2025,C52,Umair,Ellison,umair.ellison@kappadynamics.com,+1-582-243-5135,MQL,CO11,Kappa Dynamics,kappadynamics.com,Software,97628533,A155,Note,06/17/2025 20:13,Note about Kappa Dynamics - Solution 3,Internal note: Kappa Dynamics - Solution 3 prospect seems interested.
D32,Kappa Dynamics - Solution 3,27795,appointmentscheduled,default,04/22/2025,C52,Umair,Ellison,umair.ellison@kappadynamics.com,+1-582-243-5135,MQL,CO11,Kappa Dynamics,kappadynamics.com,Software,97628533,A156,Call,06/01/2025 20:13,Call about Kappa Dynamics - Solution 3,Called Umair Ellison regarding pricing for Kappa Dynamics - Solution 3.
D33,Gamma Ventures - Solution 2,17647,closedwon,default,07/29/2025,C53,Hassan,Diaz,hassan.diaz@gammaventures.com,+1-254-816-3366,MQL,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A157,Meeting,06/01/2025 20:13,Meeting about Gamma Ventures - Solution 2,Discussed requirements and next steps for Gamma Ventures - Solution 2.
D33,Gamma Ventures - Solution 2,17647,closedwon,default,07/29/2025,C53,Hassan,Diaz,hassan.diaz@gammaventures.com,+1-254-816-3366,MQL,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A158,Note,06/05/2025 20:13,Note about Gamma Ventures - Solution 2,Internal note: Gamma Ventures - Solution 2 prospect seems interested.
D33,Gamma Ventures - Solution 2,17647,closedwon,default,07/29/2025,C53,Hassan,Diaz,hassan.diaz@gammaventures.com,+1-254-816-3366,MQL,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A159,Call,06/14/2025 20:13,Call about Gamma Ventures - Solution 2,Called Hassan Diaz regarding pricing for Gamma Ventures - Solution 2.
D33,Gamma Ventures - Solution 2,17647,closedwon,default,07/29/2025,C54,Parvez,Diaz,parvez.diaz@gammaventures.com,+1-906-701-9927,Lead,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A160,Meeting,06/24/2025 20:13,Meeting about Gamma Ventures - Solution 2,Discussed requirements and next steps for Gamma Ventures - Solution 2.
